,Frame#,CTRn=1,CTRn=2,CTRn=3,CTRn=4,CTR1total,CTR2total,CTR3total,CTR4total
0,0,184,0,0,0,184,0,0,0
1,1,184,0,0,0,184,0,0,0
2,2,178,3,0,0,178,6,0,0
3,3,172,6,0,0,172,12,0,0
4,4,161,10,1,0,161,20,3,0
5,5,153,11,3,0,153,22,9,0
6,6,149,13,3,0,149,26,9,0
7,7,141,17,3,0,141,34,9,0
8,8,131,20,4,0,131,41,12,0
9,9,129,21,4,0,129,43,12,0
10,10,124,23,4,0,124,48,12,0
11,11,120,24,4,0,120,52,12,0
12,12,109,27,4,1,109,58,13,4
13,13,106,26,4,2,106,56,12,10
14,14,101,27,4,2,101,61,12,10
15,15,96,27,5,2,96,62,15,11
